+--------------------------------------------------------+------------------------------------------------------------------------------------------------------------------------------------------------+
| Variable_name                                          | Value                                                                                                                                          |
| Com_show_collations                                    | 0                                                                                                                                              |
| Com_show_contributors                                  | 0                                                                                                                                              |
| Com_show_create_db                                     | 0                                                                                                                                              |
| Com_show_create_event                                  | 0                                                                                                                                              |
| Com_show_create_func                                   | 0                                                                                                                                              |
| Com_show_create_package                                | 0                                                                                                                                              |
| Com_show_create_package_body                           | 0                                                                                                                                              |
| Com_show_create_proc                                   | 0                                                                                                                                              |
| Com_show_create_table                                  | 153                                                                                                                                            |
| Com_show_create_trigger                                | 0                                                                                                                                              |
| Com_show_create_user                                   | 0                                                                                                                                              |
| Com_show_databases                                     | 151                                                                                                                                            |
| Com_show_engine_logs                                   | 0                                                                                                                                              |
| Com_show_engine_mutex                                  | 0                                                                                                                                              |
| Com_show_engine_status                                 | 0                                                                                                                                              |
| Com_show_errors                                        | 0                                                                                                                                              |
| Com_show_events                                        | 0                                                                                                                                              |
| Com_show_explain                                       | 0                                                                                                                                              |
| Com_show_fields                                        | 18439                                                                                                                                          |
| Com_show_function_status                               | 0                                                                                                                                              |
| Com_show_generic                                       | 0                                                                                                                                              |
| Com_show_grants                                        | 0                                                                                                                                              |
| Com_show_keys                                          | 13                                                                                                                                             |
| Com_show_binlog_status                                 | 0                                                                                                                                              |
| Com_show_open_tables                                   | 0                                                                                                                                              |
| Com_show_package_status                                | 0                                                                                                                                              |
| Com_show_package_body_status                           | 0                                                                                                                                              |
| Com_show_plugins                                       | 0                                                                                                                                              |
| Com_show_privileges                                    | 0                                                                                                                                              |
| Com_show_procedure_status                              | 0                                                                                                                                              |
| Com_show_processlist                                   | 0                                                                                                                                              |
| Com_show_profile                                       | 0                                                                                                                                              |
| Com_show_profiles                                      | 0                                                                                                                                              |
| Com_show_relaylog_events                               | 0                                                                                                                                              |
| Com_show_slave_hosts                                   | 0                                                                                                                                              |
| Com_show_slave_status                                  | 5942174                                                                                                                                        |
| Com_show_status                                        | 11884349                                                                                                                                       |
| Com_show_storage_engines                               | 0                                                                                                                                              |
| Com_show_table_status                                  | 6                                                                                                                                              |
| Com_show_tables                                        | 5248                                                                                                                                           |
| Com_show_triggers                                      | 0                                                                                                                                              |
| Com_show_variables                                     | 11884347                                                                                                                                       |
| Com_show_warnings                                      | 0                                                                                                                                              |
| Com_shutdown                                           | 0                                                                                                                                              |
| Com_signal                                             | 0                                                                                                                                              |
| Com_start_all_slaves                                   | 0                                                                                                                                              |
| Com_start_slave                                        | 0                                                                                                                                              |
| Com_stmt_close                                         | 30406526                                                                                                                                       |
| Com_stmt_execute                                       | 0                                                                                                                                              |
| Com_stmt_fetch                                         | 0                                                                                                                                              |
| Com_stmt_prepare                                       | 30406539                                                                                                                                       |
| Com_stmt_reprepare                                     | 0                                                                                                                                              |
| Com_stmt_reset                                         | 0                                                                                                                                              |
| Com_stmt_send_long_data                                | 0                                                                                                                                              |
| Com_stop_all_slaves                                    | 0                                                                                                                                              |
| Com_stop_slave                                         | 0                                                                                                                                              |
| Com_truncate                                           | 0                                                                                                                                              |
| Com_uninstall_plugin                                   | 0                                                                                                                                              |
| Com_unlock_tables                                      | 1                                                                                                                                              |
| Com_update                                             | 3698006                                                                                                                                        |
| Com_update_multi                                       | 0                                                                                                                                              |
| Com_xa_commit                                          | 0                                                                                                                                              |
| Com_xa_end                                             | 0                                                                                                                                              |
| Com_xa_prepare                                         | 0                                                                                                                                              |
| Com_xa_recover                                         | 0                                                                                                                                              |
| Com_xa_rollback                                        | 0                                                                                                                                              |
| Com_xa_start                                           | 0                                                                                                                                              |
| Compression                                            | OFF                                                                                                                                            |
| Connection_errors_accept                               | 0                                                                                                                                              |
| Connection_errors_internal                             | 0                                                                                                                                              |
| Connection_errors_max_connections                      | 0                                                                                                                                              |
| Connection_errors_peer_address                         | 0                                                                                                                                              |
| Connection_errors_select                               | 0                                                                                                                                              |
| Connection_errors_tcpwrap                              | 0                                                                                                                                              |
| Connections                                            | 4100233                                                                                                                                        |
| Cpu_time                                               | 63565.160911                                                                                                                                   |
| Created_tmp_disk_tables                                | 627                                                                                                                                            |
| Created_tmp_files                                      | 5                                                                                                                                              |
| Created_tmp_tables                                     | 24666830                                                                                                                                       |
| Delayed_errors                                         | 0                                                                                                                                              |
| Delayed_insert_threads                                 | 0                                                                                                                                              |
| Delayed_writes                                         | 0                                                                                                                                              |
| Delete_scan                                            | 8                                                                                                                                              |
| Empty_queries                                          | 26549082                                                                                                                                       |
| Executed_events                                        | 0                                                                                                                                              |
| Executed_triggers                                      | 0                                                                                                                                              |
| Feature_application_time_periods                       | 0                                                                                                                                              |
| Feature_check_constraint                               | 3                                                                                                                                              |
| Feature_custom_aggregate_functions                     | 0                                                                                                                                              |
| Feature_delay_key_write                                | 0                                                                                                                                              |
| Feature_dynamic_columns                                | 0                                                                                                                                              |
| Feature_fulltext                                       | 0                                                                                                                                              |
| Feature_gis                                            | 6                                                                                                                                              |
| Feature_insert_returning                               | 0                                                                                                                                              |
| Feature_invisible_columns                              | 0                                                                                                                                              |
| Feature_json                                           | 1475                                                                                                                                           |
| Feature_locale                                         | 0                                                                                                                                              |
| Feature_subquery                                       | 46280759                                                                                                                                       |
| Feature_system_versioning                              | 0                                                                                                                                              |
| Feature_timezone                                       | 1                                                                                                                                              |
| Feature_trigger                                        | 0                                                                                                                                              |
| Feature_window_functions                               | 0                                                                                                                                              |
| Feature_xml                                            | 0                                                                                                                                              |
| Handler_commit                                         | 60340418                                                                                                                                       |
| Handler_delete                                         | 761772                                                                                                                                         |
| Handler_discover                                       | 0                                                                                                                                              |
| Handler_external_lock                                  | 0                                                                                                                                              |
| Handler_icp_attempts                                   | 268337613                                                                                                                                      |
| Handler_icp_match                                      | 268332531                                                                                                                                      |
| Handler_mrr_init                                       | 0                                                                                                                                              |
| Handler_mrr_key_refills                                | 0                                                                                                                                              |
| Handler_mrr_rowid_refills                              | 0                                                                                                                                              |
| Handler_prepare                                        | 0                                                                                                                                              |
| Handler_read_first                                     | 1751737                                                                                                                                        |
| Handler_read_key                                       | 210287630                                                                                                                                      |
| Handler_read_last                                      | 4                                                                                                                                              |
| Handler_read_next                                      | 844294508                                                                                                                                      |
| Handler_read_prev                                      | 5371535                                                                                                                                        |
| Handler_read_retry                                     | 0                                                                                                                                              |
| Handler_read_rnd                                       | 218536144                                                                                                                                      |
| Handler_read_rnd_deleted                               | 44                                                                                                                                             |
| Handler_read_rnd_next                                  | 2281515439                                                                                                                                     |
| Handler_rollback                                       | 5243                                                                                                                                           |
| Handler_savepoint                                      | 0                                                                                                                                              |
| Handler_savepoint_rollback                             | 0                                                                                                                                              |
| Handler_tmp_delete                                     | 0                                                                                                                                              |
| Handler_tmp_update                                     | 61                                                                                                                                             |
| Handler_tmp_write                                      | 493029023                                                                                                                                      |
| Handler_update                                         | 3707864                                                                                                                                        |
| Handler_write                                          | 779187                                                                                                                                         |
| Innodb_adaptive_hash_hash_searches                     | 0                                                                                                                                              |
| Innodb_adaptive_hash_non_hash_searches                 | 1124629121                                                                                                                                     |
| Innodb_background_log_sync                             | 5941450                                                                                                                                        |
| Innodb_buffer_pool_dump_status                         |                                                                                                                                                |
| Innodb_buffer_pool_load_status                         |                                                                                                                                                |
| Innodb_buffer_pool_resize_status                       |                                                                                                                                                |
| Innodb_buffer_pool_load_incomplete                     | OFF                                                                                                                                            |
| Innodb_buffer_pool_pages_data                          | 15298                                                                                                                                          |
| Innodb_buffer_pool_bytes_data                          | 250642432                                                                                                                                      |
| Innodb_buffer_pool_pages_dirty                         | 966                                                                                                                                            |
| Innodb_buffer_pool_bytes_dirty                         | 15826944                                                                                                                                       |
| Innodb_buffer_pool_pages_flushed                       | 46648                                                                                                                                          |
| Innodb_buffer_pool_pages_free                          | 832                                                                                                                                            |
| Innodb_buffer_pool_pages_made_not_young                | 721592611                                                                                                                                      |
| Innodb_buffer_pool_pages_made_young                    | 52938                                                                                                                                          |
| Innodb_buffer_pool_pages_misc                          | 0                                                                                                                                              |
| Innodb_buffer_pool_pages_old                           | 5628                                                                                                                                           |
| Innodb_buffer_pool_pages_total                         | 16130                                                                                                                                          |
| Innodb_buffer_pool_pages_lru_flushed                   | 1542                                                                                                                                           |
| Innodb_buffer_pool_read_ahead_rnd                      | 0                                                                                                                                              |
| Innodb_buffer_pool_read_ahead                          | 7748113                                                                                                                                        |
| Innodb_buffer_pool_read_ahead_evicted                  | 7649618                                                                                                                                        |
| Innodb_buffer_pool_read_requests                       | 4638885762                                                                                                                                     |
| Innodb_buffer_pool_reads                               | 11096230                                                                                                                                       |
| Innodb_buffer_pool_wait_free                           | 22                                                                                                                                             |
| Innodb_buffer_pool_write_requests                      | 425269003                                                                                                                                      |
| Innodb_checkpoint_age                                  | 223774975                                                                                                                                      |
| Innodb_checkpoint_max_age                              | 434155992                                                                                                                                      |
| Innodb_data_fsyncs                                     | 1111046                                                                                                                                        |
| Innodb_data_pending_fsyncs                             | 0                                                                                                                                              |
| Innodb_data_pending_reads                              | 0                                                                                                                                              |
| Innodb_data_pending_writes                             | 0                                                                                                                                              |
| Innodb_data_read                                       | 308745715712                                                                                                                                   |
| Innodb_data_reads                                      | 18844607                                                                                                                                       |
| Innodb_data_writes                                     | 5591264                                                                                                                                        |
| Innodb_data_written                                    | 764280832                                                                                                                                      |
| Innodb_dblwr_pages_written                             | 0                                                                                                                                              |
| Innodb_dblwr_writes                                    | 0                                                                                                                                              |
| Innodb_deadlocks                                       | 0                                                                                                                                              |
| Innodb_history_list_length                             | 9                                                                                                                                              |
| Innodb_ibuf_discarded_delete_marks                     | 0                                                                                                                                              |
| Innodb_ibuf_discarded_deletes                          | 0                                                                                                                                              |
| Innodb_ibuf_discarded_inserts                          | 0                                                                                                                                              |
| Innodb_ibuf_free_list                                  | 6167                                                                                                                                           |
| Innodb_ibuf_merged_delete_marks                        | 0                                                                                                                                              |
| Innodb_ibuf_merged_deletes                             | 0                                                                                                                                              |
| Innodb_ibuf_merged_inserts                             | 0                                                                                                                                              |
| Innodb_ibuf_merges                                     | 0                                                                                                                                              |
| Innodb_ibuf_segment_size                               | 6169                                                                                                                                           |
| Innodb_ibuf_size                                       | 1                                                                                                                                              |
| Innodb_log_waits                                       | 0                                                                                                                                              |
| Innodb_log_write_requests                              | 104306                                                                                                                                         |
| Innodb_log_writes                                      | 5544613                                                                                                                                        |
| Innodb_lsn_current                                     | 356148978724                                                                                                                                   |
| Innodb_lsn_flushed                                     | 356148978724                                                                                                                                   |
| Innodb_lsn_last_checkpoint                             | 355925203749                                                                                                                                   |
| Innodb_master_thread_active_loops                      | 967532                                                                                                                                         |
| Innodb_master_thread_idle_loops                        | 4974248                                                                                                                                        |
| Innodb_max_trx_id                                      | 78862715                                                                                                                                       |
| Innodb_mem_adaptive_hash                               | 0                                                                                                                                              |
| Innodb_mem_dictionary                                  | 2304528                                                                                                                                        |
| Innodb_os_log_fsyncs                                   | 1107936                                                                                                                                        |
| Innodb_os_log_pending_fsyncs                           | 0                                                                                                                                              |
| Innodb_os_log_pending_writes                           | 0                                                                                                                                              |
| Innodb_os_log_written                                  | 40675847168                                                                                                                                    |
| Innodb_page_size                                       | 16384                                                                                                                                          |
| Innodb_pages_created                                   | 52360                                                                                                                                          |
| Innodb_pages_read                                      | 18833487                                                                                                                                       |
| Innodb_pages_written                                   | 46648                                                                                                                                          |
| Innodb_row_lock_current_waits                          | 0                                                                                                                                              |
| Innodb_row_lock_time                                   | 0                                                                                                                                              |
| Innodb_row_lock_time_avg                               | 0                                                                                                                                              |
| Innodb_row_lock_time_max                               | 0                                                                                                                                              |
| Innodb_row_lock_waits                                  | 0                                                                                                                                              |
| Innodb_rows_deleted                                    | 761754                                                                                                                                         |
| Innodb_rows_inserted                                   | 779154                                                                                                                                         |
| Innodb_rows_read                                       | 2711772591                                                                                                                                     |
| Innodb_rows_updated                                    | 3707864                                                                                                                                        |
| Innodb_system_rows_deleted                             | 18                                                                                                                                             |
| Innodb_system_rows_inserted                            | 18                                                                                                                                             |
| Innodb_system_rows_read                                | 471                                                                                                                                            |
| Innodb_system_rows_updated                             | 0                                                                                                                                              |
| Innodb_num_open_files                                  | 258                                                                                                                                            |
| Innodb_truncated_status_writes                         | 0                                                                                                                                              |
| Innodb_available_undo_logs                             | 128                                                                                                                                            |
| Innodb_undo_truncations                                | 0                                                                                                                                              |
| Innodb_page_compression_saved                          | 0                                                                                                                                              |
| Innodb_num_pages_page_compressed                       | 0                                                                                                                                              |
| Innodb_num_page_compressed_trim_op                     | 0                                                                                                                                              |
| Innodb_num_pages_page_decompressed                     | 0                                                                                                                                              |
| Innodb_num_pages_page_compression_error                | 0                                                                                                                                              |
| Innodb_num_pages_encrypted                             | 0                                                                                                                                              |
| Innodb_num_pages_decrypted                             | 0                                                                                                                                              |
| Innodb_have_lz4                                        | ON                                                                                                                                             |
| Innodb_have_lzo                                        | ON                                                                                                                                             |
| Innodb_have_lzma                                       | ON                                                                                                                                             |
| Innodb_have_bzip2                                      | OFF                                                                                                                                            |
| Innodb_have_snappy                                     | OFF                                                                                                                                            |
| Innodb_have_punch_hole                                 | ON                                                                                                                                             |
| Innodb_defragment_compression_failures                 | 0                                                                                                                                              |
| Innodb_defragment_failures                             | 0                                                                                                                                              |
| Innodb_defragment_count                                | 0                                                                                                                                              |
| Innodb_instant_alter_column                            | 4                                                                                                                                              |
| Innodb_onlineddl_rowlog_rows                           | 0                                                                                                                                              |
| Innodb_onlineddl_rowlog_pct_used                       | 0                                                                                                                                              |
| Innodb_onlineddl_pct_progress                          | 0                                                                                                                                              |
| Innodb_secondary_index_triggered_cluster_reads         | 426752356                                                                                                                                      |
| Innodb_secondary_index_triggered_cluster_reads_avoided | 0                                                                                                                                              |
| Innodb_encryption_rotation_pages_read_from_cache       | 0                                                                                                                                              |
| Innodb_encryption_rotation_pages_read_from_disk        | 0                                                                                                                                              |
| Innodb_encryption_rotation_pages_modified              | 0                                                                                                                                              |
| Innodb_encryption_rotation_pages_flushed               | 0                                                                                                                                              |
| Innodb_encryption_rotation_estimated_iops              | 0                                                                                                                                              |
| Innodb_encryption_n_merge_blocks_encrypted             | 0                                                                                                                                              |
| Innodb_encryption_n_merge_blocks_decrypted             | 0                                                                                                                                              |
| Innodb_encryption_n_rowlog_blocks_encrypted            | 0                                                                                                                                              |
| Innodb_encryption_n_rowlog_blocks_decrypted            | 0                                                                                                                                              |
| Innodb_encryption_n_temp_blocks_encrypted              | 0                                                                                                                                              |
| Innodb_encryption_n_temp_blocks_decrypted              | 0                                                                                                                                              |
| Innodb_encryption_num_key_requests                     | 0                                                                                                                                              |
| Key_blocks_not_flushed                                 | 0                                                                                                                                              |
| Key_blocks_unused                                      | 13389                                                                                                                                          |
| Key_blocks_used                                        | 0                                                                                                                                              |
| Key_blocks_warm                                        | 0                                                                                                                                              |
| Key_read_requests                                      | 0                                                                                                                                              |
| Key_reads                                              | 0                                                                                                                                              |
| Key_write_requests                                     | 0                                                                                                                                              |
| Key_writes                                             | 0                                                                                                                                              |
| Last_query_cost                                        | 0.000000                                                                                                                                       |
| Master_gtid_wait_count                                 | 0                                                                                                                                              |
| Master_gtid_wait_time                                  | 0                                                                                                                                              |
| Master_gtid_wait_timeouts                              | 0                                                                                                                                              |
| Max_statement_time_exceeded                            | 1                                                                                                                                              |
| Max_used_connections                                   | 100                                                                                                                                            |
| Memory_used                                            | 43829768                                                                                                                                       |
| Memory_used_initial                                    | 12967456                                                                                                                                       |
| Not_flushed_delayed_rows                               | 0                                                                                                                                              |
| Open_files                                             | 38                                                                                                                                             |
| Open_streams                                           | 4                                                                                                                                              |
| Open_table_definitions                                 | 400                                                                                                                                            |
| Open_tables                                            | 437                                                                                                                                            |
| Opened_files                                           | 3422                                                                                                                                           |
| Opened_plugin_libraries                                | 0                                                                                                                                              |
| Opened_table_definitions                               | 433                                                                                                                                            |
| Opened_tables                                          | 459                                                                                                                                            |
| Opened_views                                           | 0                                                                                                                                              |
| Performance_schema_accounts_lost                       | 0                                                                                                                                              |
| Performance_schema_cond_classes_lost                   | 0                                                                                                                                              |
| Performance_schema_cond_instances_lost                 | 0                                                                                                                                              |
| Performance_schema_digest_lost                         | 0                                                                                                                                              |
| Performance_schema_file_classes_lost                   | 0                                                                                                                                              |
| Performance_schema_file_handles_lost                   | 0                                                                                                                                              |
| Performance_schema_file_instances_lost                 | 0                                                                                                                                              |
| Performance_schema_hosts_lost                          | 0                                                                                                                                              |
| Performance_schema_index_stat_lost                     | 0                                                                                                                                              |
| Performance_schema_locker_lost                         | 0                                                                                                                                              |
| Performance_schema_memory_classes_lost                 | 0                                                                                                                                              |
| Performance_schema_metadata_lock_lost                  | 0                                                                                                                                              |
| Performance_schema_mutex_classes_lost                  | 0                                                                                                                                              |
| Performance_schema_mutex_instances_lost                | 0                                                                                                                                              |
| Performance_schema_nested_statement_lost               | 0                                                                                                                                              |
| Performance_schema_prepared_statements_lost            | 0                                                                                                                                              |
| Performance_schema_program_lost                        | 0                                                                                                                                              |
| Performance_schema_rwlock_classes_lost                 | 0                                                                                                                                              |
| Performance_schema_rwlock_instances_lost               | 0                                                                                                                                              |
| Performance_schema_session_connect_attrs_lost          | 0                                                                                                                                              |
| Performance_schema_socket_classes_lost                 | 0                                                                                                                                              |
| Performance_schema_socket_instances_lost               | 0                                                                                                                                              |
| Performance_schema_stage_classes_lost                  | 0                                                                                                                                              |
| Performance_schema_statement_classes_lost              | 0                                                                                                                                              |
| Performance_schema_table_handles_lost                  | 0                                                                                                                                              |
| Performance_schema_table_instances_lost                | 0                                                                                                                                              |
| Performance_schema_table_lock_stat_lost                | 0                                                                                                                                              |
| Performance_schema_thread_classes_lost                 | 0                                                                                                                                              |
| Performance_schema_thread_instances_lost               | 0                                                                                                                                              |
| Performance_schema_users_lost                          | 0                                                                                                                                              |
| Prepared_stmt_count                                    | 0                                                                                                                                              |
| Qcache_free_blocks                                     | 0                                                                                                                                              |
| Qcache_free_memory                                     | 0                                                                                                                                              |
| Qcache_hits                                            | 0                                                                                                                                              |
| Qcache_inserts                                         | 0                                                                                                                                              |
| Qcache_lowmem_prunes                                   | 0                                                                                                                                              |
| Qcache_not_cached                                      | 0                                                                                                                                              |
| Qcache_queries_in_cache                                | 0                                                                                                                                              |
| Qcache_total_blocks                                    | 0                                                                                                                                              |
| Queries                                                | 1442944006                                                                                                                                     |
| Questions                                              | 1376904003                                                                                                                                     |
| Rows_read                                              | 2711699474                                                                                                                                     |
| Rows_sent                                              | 460622924                                                                                                                                      |
| Rows_tmp_read                                          | 628269578                                                                                                                                      |
| Rpl_semi_sync_master_clients                           | 0                                                                                                                                              |
| Rpl_semi_sync_master_get_ack                           | 0                                                                                                                                              |
| Rpl_semi_sync_master_net_avg_wait_time                 | 0                                                                                                                                              |
| Rpl_semi_sync_master_net_wait_time                     | 0                                                                                                                                              |
| Rpl_semi_sync_master_net_waits                         | 0                                                                                                                                              |
| Rpl_semi_sync_master_no_times                          | 0                                                                                                                                              |
| Rpl_semi_sync_master_no_tx                             | 0                                                                                                                                              |
| Rpl_semi_sync_master_request_ack                       | 0                                                                                                                                              |
| Rpl_semi_sync_master_status                            | OFF                                                                                                                                            |
| Rpl_semi_sync_master_timefunc_failures                 | 0                                                                                                                                              |
| Rpl_semi_sync_master_tx_avg_wait_time                  | 0                                                                                                                                              |
| Rpl_semi_sync_master_tx_wait_time                      | 0                                                                                                                                              |
| Rpl_semi_sync_master_tx_waits                          | 0                                                                                                                                              |
| Rpl_semi_sync_master_wait_pos_backtraverse             | 0                                                                                                                                              |
| Rpl_semi_sync_master_wait_sessions                     | 0                                                                                                                                              |
| Rpl_semi_sync_master_yes_tx                            | 0                                                                                                                                              |
| Rpl_semi_sync_slave_send_ack                           | 0                                                                                                                                              |
| Rpl_semi_sync_slave_status                             | OFF                                                                                                                                            |
| Rpl_status                                             | AUTH_MASTER                                                                                                                                    |
| Rpl_transactions_multi_engine                          | 0                                                                                                                                              |
| Select_full_join                                       | 76246                                                                                                                                          |
| Select_full_range_join                                 | 0                                                                                                                                              |
| Select_range                                           | 261302                                                                                                                                         |
| Select_range_check                                     | 0                                                                                                                                              |
